Text,Period
' mundo espanta nam graça pequena sereis atilado fareis cartinhas d ' amores trareis primores serdes mui confiado tornaivos doutras cores daisme trato forte desbarato duque nam corrais pequices veniais nam chegam sapato daga vejo metei ma rezao tirai ja di mao nam quero tanto despejo cuidei ereis cortesao ora abasta sois discreto casta fizestesvos d ' arte donde veo talebarte tirai mao m ' agasta ora crede ate 'qui vivi convosco enganado cuidei ereis extremado zombar segundo ouvi sobre dobrado mim nam tende senam enfim conhecervos bem centro jaçovos la dentro pode sera sim si cuidareis sois cristalino pois,XVI
marido amigo recebo joao corrigo tomai agora mao dizei disser digo joao corrigo vontade singela recebo breatiz varela molher fazeis deitailh ' trigo quis deos fosses casados pera sao trapaças alçai maos dailhe graças filhos sejais bem logrados moça moço bem ajuntar pode cantar deitem noivo poço noiva nao brincar entra grimanesa manda aqui senhora perdoe agora saiba toda pera ajuda boda manda venha embora roga ponha noiva muita festa aguardai levareis cesta dizelhe ja vergonha tanta merce ' manda vossa merce assentaivos filha ai acabarmos aqui levarlheeis nao sei quero qu ' estejais porque sei cantais bofe nunca cantei,XVI
falareis pena cousinha qu ' mundo espanta nam graça pequena sereis atilado fareis cartinhas d ' amores trareis primores serdes mui confiado tornaivos doutras cores daisme trato forte desbarato duque nam corrais pequices veniais nam chegam sapato daga vejo metei ma rezao tirai ja di mao nam quero tanto despejo cuidei ereis cortesao ora abasta sois discreto casta fizestesvos d ' arte donde veo talebarte tirai mao m ' agasta ora crede ate 'qui vivi convosco enganado cuidei ereis extremado zombar segundo ouvi sobre dobrado mim nam tende senam enfim conhecervos bem centro jaçovos la dentro pode sera sim si,XVI
senhor aires galvao sois corridinho is caminho ond ' is dar coraçao sinal adevinho andais agora galante capinha chapeu espada inda nam nada vereis diante faz namorada jeito vejo estima s ' sempre tratei bem outro tanto faria nam vintem senhor fiz ũa cantiga ũa dama concrusao cousa quero saber liga tal rezao digam ' parece porque vezes s ' acontece julgarse afeiçao rezao nao compadece diz assi rifao castelhano el amor s ' olvido mis servicios pasados vengale tantos cuidados los tengo yo volta pensei d ' alegrarme cabo mim tromento fugi 'm ' contentamento pera della quixarme pera,XVI
bintem tudo m ' negra sume olhade focinho tomai cadela testinho ponde aqui prefume anda ai diante tira aquesse manto acaba acaba quebranto leda bom sembrante j ' aqui sois nao bradeis tanto correge beatilha tira crenchas ora sus andar bora ergue fraldilha ui oulhai m ' ia veu enxervia achavame tao pejada nao releva nada dirao sandia negra antes m ' esqueça beatilha poena dame ca peloina t ' arma cabeça fruita n ' ha dar empecilho acharemos hoje nao acabaremos dalaa acertar ora sus comadre andemos assi chegares faras todos mesura ficaras segura sesuda mudares perdoai ja tardava,XVI
sobesem ' madre peito nam conheceres defumaivos c ' papes fazem proveito nomeares tomai caldos formento purgares destes lugares ja coalhado mares mezinhas tudo vento trouxe cengido bragal bibi dez manhas norça comadre nada m ' esforça antes dobro mal pus ja alfavadacobra ovo alfazema comadre postema pois mezinha nao obra ja prema ando assi tao pejada negras doenças trazes duas crienças ' aqui assentada comadre haves mister muitos mimos ameude queria ter saude pois fazei viver comadre direi ja nao prestam mezinhas ai pernas nao sois cadeiras farei comadre parires corpo descansara querom ' ir tardo ja estai logo,XVI
la salamao nam oulha diante mal vir nam s ' espante pois juizo rezao inda agora es moço nam sentes destroço trazt ' mundo enganado nam es inda exprimentado port'ao jugo pescoço achart'as salteado ta mae criamos ate hora ponto afora nam conto vida levamos tudo desconto sempre ti contente fostenos obediente filho virtuoso agora reposo mui bem t ' acrescente pois morte nam sabemos cada si aponte vai tudo monte monte cumprenos velemos porque mal nam afronte joana vaz andai ca ta mae tambem dira onde tençao haveras bençao deos tambem ta dara sais natureza manso homem sossego partiremos,XVI
trabalho queiram ouvir breve colaçao fundada aprazimento diversas tençoes nesta congregaçao estarao porque ja sabeis cada filho pai muitas vezes s ' acontece terem alguns entendimentos tam ferrugentos pera chegarem vivo nam podera escandalo entende aqui m ' ençarro porque nesta pratica tratam passos ouvirao nao verao pede queiram ouvir rezao tais s ' espera cujas maos mil vezes beijo etc briatiz ah briatiz senhora inda dormes nao cre irguet ' ora pera pera nada ja qui fiz nunca tal molher vi sei qu ' d ' ir colher amoras erguer erguer horas respondesme assi haves mister esporas dess ',XVI
m ' haveis crer pola hostia consagrada obra tam delicada nam viu s ' ha ver jesu vai fundada vossa vida senhor vades cabo sentis diabo soisme tam dezidor ha gabo todas vao dar barreira sois digno louvor acholh ' la ũa cor luis silveira achastes saber altura leste oeste senhor consumato quanto pode dizer oh tomaimas particulares lanc ' senhor prumo todas achareis sumo sentenças singulares vistes ja pola ventura obras capelao saibamos trovao trovao toda doçura faz cousinhas feiçao ris ' joao mena assi candea fara copras pras ' area chegar nunca pena onde vejo vea ora ja,XVI
oraçao t ' alembrares mim nam mereça abaste misericordia pera pores concordia minh ' alma nam padeça coelho ' homem diz senhor cozinheiro nam cao dinheiro sequer pera ũa perdiz ora nam crera cao roubado chama ca arrenegado verei rezam torna rezar beiços abriras dirao louvores pois es senhor senhores mim t ' amercearas companha faze tais ofrendas senhor nam reprendas ira sanha torna entrar moço negro diz moço eis aqui comprador beixo senhor ladrao ora bem daime rezao compraste senhor doso galia uo capao mim traze turo junto coeio co treze pombio nam vou caminho falai pregunto dizei nigrino,XVI
enxoval fruto dais nam calais calaivos cardeal sofrervos marteiro andais pios homem tendevos olhai volo requeiro nam agardeceis honra homem cata aquedelrei mata respondei levareis aquedelrei acudime assi faz pois servime ' ũa cadela perra muita justiça ha terra embora perseguime nam pode soportar tal vida tam manifesta dormirei saiba desesperar irei pes del rei direi cousas nam s ' escreveram ja judeus morreram disser sei achar dereito s ' agora costuma la deos sabe suma bom contrafeito deos nam ha deferença senam mui verdadeiro aqui buli c ' dinheiro pintai sentença darei apontamentos lancem brasil aguardai preso mil preso,XVI
invernada nam releva nada pera deos tudo possivel bem inclinado amigo deos entao vencimento mao deos acrescente estado crista religiao ida d ' almeirim certa nam certa certeza anda encuberta certo pesarm'ia mim el rei senhor queira nam pode ir quero ouvir nam dou outra cor podeis sentir sinto direi ha corte ha casamentos senhor senhor sao ventos ond ' ha vontade del rei alem vejo qu ' arrefece tudo agora paz m ' apraz xerife nam parece dizem marrocos jaz senhor acodes maior tribulaçao sabeis ja mazagao outro segundo rodes tendes infinda rezao fortaleza sobre penedia nam pode minada,XVI
s ' homem d ' antecipar senhor tendes ca besta si qu ' homem logo s ' adarga pois iremos dous carga homens vao festa faria moço aqui tocha passem senhores diante passe gomes rocha moço inorante pregais garrocha rezao sera passe senhor ambrosio gama velho fama dai mim falasse ora cortesao quero mal insinado sois avisado tambem vem mao desavergonhado pois padre capelao nam fica ca encantado araujo siquiera moços barbosa chega cavalo rebelo moços auto regateiras per antonio ribeiro pratica treze figuras velha briatiz negra comadre pero vaz noivo mai joa duarte afonso tome ferna d ' andrade,XVI
deos consagrado s ' mim tempo m ' ensina porque vou enganado bestial oulha conhece mal nao t ' engane bem paço pois nele gastas aço ficas ferro tal ũa doce ponçonha todos cega s ' apega mal nao sonha quanto homem renega ha dez anos mantenho d ' enganos sentir lavrar herpes mui danados serpes tudo pera danos paço paço diria qu ' es tesouro maldades pois gastas idades milhor mancebia cuidasse ante paço entrasse ha diante certo escolhesse ante cousa matasse nao comeis morreis servis negros guine achardes neles fe sentis lisonjas andam ũas esponjas maliciosos traidores parecem,XVI
devem escolhidos cargo embaixador homens familias ilustres reino ilustres discretos cortesaos destes animosos liberais animosos apessoados todos bem acostumados sao todas partes tao necessarias embaixador falta qualquer arriscara credito principe manda negocio vai tratar parte primeiramente ha ilustre autoridade rei reino ilustres honra tambem principe mandado pois ha fazer partes assistir ilharga outro assim neste reino vizinhos vimos cada dia entrarem embaixadores chegados sangue casas reis enviaram sairem outros mesma qualidade nao so exemplo reis europa persia japao outras remotas partes oriente ilustre ha discreto cortesao porque parece todas outras partes requerendo cargo aviso entendimento discriçao cortesia tratar coisas convenientes,XVI
humanos amor poderoso fingiram deus cruel diz poeta seneca nao so cobiça deus avarento cobiçoso ouro deseja disse doutor santo chamam cruel danos mundo fizeram poderes reinos assolados cidades destruidas danos imortais fizeram mundo cobiça amor antes chegar exemplos pode provar verdade vejamos nascimento coisa amor humano cobiça chamaram muitos autores furor definiu maravilhosamente doutor grego disse amor desejo irracional facilmente emprega grande dificuldade perde cobiça escreve outro moderno apetite medida certa ensina razao nao modo fim certo cada podia trocar outro difiniçao ficar enganado porque excesso desejo irracional apetite limites razao leve empregar deixarse dificuldade nao ter modo fim,XVI
porque nao sei chama bordao doutor sabei arrimos pega encosta fala palavras cansam chamam bordoes sao duas maneiras uns pertencem melhor dizer sao impertinencias açoes falar outros palavras primeiros sao culpaveis segundos porque ha nao sabe praticar convosco desabotoando limpando cotao arrancando frisa vestido outro cada palavra pega cinto travandovos braço molesta ainda ha alguns tao desatinados dao mao peitos cada coisa dizem outros deixam entender praticam hao consigo nao estando quietos maos esgravatando dentes bolindo narizes falando tirando cabelos barba mordendo unhas outros vicios semelhantes servem uns espaços reclamos acodem palavras segundos sao metidos mesma pratica alguns cada palavra,XVI
deve louvor tudo perder tambem sereis culpado força agora fazeis manfredo mancebo bem nascido gentileza discriçao ficavam inferiores todos idade casa imperador constantino iii cujo cortesao tanta ventura olhos eurice filha constancio sucedeu imperio parecia nao podia esperar fados maior ventura alcançar esposo gozar qualquer estado humilde fruto afeiçao triunfo amor alcança vaidade favor espiritos ilustres levantados mancebo alheio destes pensamentos porem obrigado mostras revelavam afeiçao determinou nao ingrato porque alem grandeza estado opiniao homens avalia melhor merecimentos naturais coisa amada eurice tao formosa sangue igual merecia maiores extremos afeiçao nao fazia contudo manfredo desejava porque entendido sabia risco punha,XVI
senhor morreu mostrando estimava tal servidao vida riquezas deixava erotes escravo marco antonio matou pesar ver senhor vencido augusto euporo escravo lucio graco matou sobre corpo escravo papiniao vendo imigos entravam quinta senhor matarem trocou vestido meteu dedo anel preço deitandoo porta saiu outra receber morte haviam dar senhor frederico eveshim escravo conrado imperador sabendo vinham matar fez sair paço deitou cama aonde cuidando imigos conrado mataram outros muitos escravos nome mereciam ficasse eterno memoria fidelidade pode esquecer grande animo lazaro cherdo escravo naçao serviano vendo senhor cativo turcos morto desejando vingarlhe morte preço vida fingindo vinha fugido hungaros entrou,XVI
falar comum esperardes estudante filosofia grade freiras vereis linguagem meada logica nao entendereis sentido falam tempara velha nao consentira senao homens barba larga penteada sobre peitos carapuça redonda pelote abas pregadas conte historias elrei dom manuel infantes almeirim dom rodrigo almeida tomou compadre vila condeixa filho ali nasceu tempo bispo dom jorge porem vestidos justos agora barbinhas turquescas tiradas fieira tintas sobre branco palavras daquele tempo parecem remendo outra cor maneira averiguado falar vulgar propriamente falar bem verdade boa linguagem principal parte clareza consiste fugir desses atoleiros ainda pior todos prolixidade cujas partes tocou principal noite passada ha muitos homens,XVI
mulher ainda sendo compostas parecem lascivas facil presumir engano afeiçao olhos persuadir espanto entendimentos tao levantados vossos porem corra credito risco ordenardes todos aventuro novidade senhor dom julio sermao quereis fazer tomais graça tendes pendurados todos desejo ouvir manha porque pareceu caça gastar nela dia menos cuidado desejo noite detras serra alongandome parte mar grande espaço caminho voltando sobre fonte nasce pe coroa penedos coberta sombra uns altos ervados aroeiras cheios verde rama melhor tempo primavera embaraçados umas vides silvestres atavam ainda todo nao despidas folha vi junto coberto formoso rosto imagino pode mundo satisfaçao uns olhos afeiçoados mulher habito,XVI
desejaveis agora todos livros todos homens tratassem somente vossa profissao juristas filosofos pois ainda bacharel linguagem atrevo contradizer opiniao adquirida latim porque recreaçao policia bom estilo nao deve menor lugar vossos trapaças opinioes outros chamais conselhos dao vezes bem ruim fia leitura parecer poupassemos materia gastar noite pondoa maneira disputa todos parece assim cada diga opiniao livros contentam razoes aprovar deste modo afeiçoados convencidos saberemos sao maior gosto utilidade ate agora calado contra natureza porque incapaz fazer terço doutor leonardo pois voto jogue toda baralha digo melhor materia podia escolher passar tempo ja pode algum aqui estao deseja deixar mundo,XVI
presumir fingiram rosto mulher penas ave harpia etimologia propria nome manifesta roubo condiçao cobiçoso assim harpia dana descompoe todos manjares chega assim cobiça estraga corrompe todas virtudes parece nenhum parentesco amor nobreza tao desigual louvores excelencia tao conhecido pudera voltar porfia arguir mil historias extremadas tratar poderes ouro valia interesse ja tempos antigos presente agora pode tanto obrigou dizer autor verdadeira idade ouro porque so senhoreia animos homens viera proposito vossa peregrina formosura nao pode vencer coraçao ingrato mim parece tinheis mui boa razao nao guardareis tao tarde porem noite amanha fara justiça nesta razao hospede lugar conveniente repouso pois,XVI
tocou senhor dom julio convem saber graça composiçao rosto corpo falar concerto palavras discriçao razoes divisao parece escusada porque graça nao aprende pode alcançar arte pois mero dom natureza todas coisas aperfeiçoam melhoram arte saberdes logo verdade tomarei conta parece ha menos dizer fique vossa demasia primeiramente movimento graça falar chamou marco tulio eloquencia corpo quintiliano disse todas partes ha ajudar pratica posto doutrina parece convinha entao oradores agora pregadores uns outros praticam todo tempo necessaria assim pintaram alguns hieroglifico retorica mao aberta outra cerrada contraria parece liçao policia corte aonde regra homem ha falar lingua ter quieto corpo maos,XVI
cargos declararem muitas vezes assistencia pessoas parece cortesia sao mui conhecidas titulo dignidade basta nome serem buscadas primeiro modo escrevessemos vicerei india general portugal segundo n embaixador elrei espanha corte roma posto assistam tal tempo vilas cidades particulares nao necessaria outra leitura sobrescrito nao trato aqui cartas enviadas reis vassalos porque nao entram nesta regra vem dirigidas conselhos particulares bem podeis meter nesse lugar historia letrado profissao mandando informaçao mesa paço pos sobrescrito eirei senhor paços ribeira junto luis cesar doutro soldado ouvi contar escreveu india vicerei india paços goa defronte lanceiro torto gente tao nescia nao servem preceitos outra,XVI
primeiros encontros certo parece respeito deve formosura falta possa dar culpa entendimento pois verdadeiro amor apura engrandece respeito atenienses levantaram estatua academia palas sabio dedicaram escola samios significando so amor alcança perfeiçao tudo mundo variamente aprende discurso anos alcança aviso falar discriçao escrever brandura conversar policia vestir graça parecer cortesania tratar liberalidade despender esforço pelejar largueza jogar humildade servir pontualidade merecer pensamento juizo amantes sairam mundo empresas discretas quimeras escuras ideias levantadas motes avisados versos excelentes enredos sutis cartas galantes fabulas bem fingidas primores extremos finezas tudo doutrina tirada escolas amor pois nelas alcança tudo nao ache tambem termo falar,XVI
leonardo mui atalhado assim coisa tudo pende opinioes incertas porque doutor cortara urdidura havia ir tecendo discurso desejava mudar proposito outra coisa viesse todos nao via caminho desviar veio pois noite outro dia companheiros mui alvoroçados quais festejou mesma alegria logo assentaram disse falar verdade tao carregado oficio novo destes nao atrevo dar boa conta porque todas fiz dispor sairam erradas parece tao dificultoso falar cuidado ordenadamente materia ha praticar lingua portuguesa chamar engano maior todos daremme espaço temer cuidei tomava prevenir gentileza receio ainda fingido teimo primeira regra falar bem pois ensinais discretos nao falarem sobeja confiança vossa discriçao,XVI
dizia alegro vitoria alcançastes cidade tiro todas vossas venturas façanhas porem grande afronta ver nomeais filho jupiter carta desta nova escrevestes estimarei filho aquieteis nisso pensamento nao leveis juizo ante deusa juno algum grande mal ha ordenar sabendo letra vossa chamais manceba marido nao parecera pouco enfeitada carta angelo policiano escreveu grande lourenço medices pudera exemplo moderaçao queixume porque dizia poeta semelhante cisne brancura suavidade afeiçoado correntes agua amado apolo contudo dizem cisne nao canta senao vento zefiro respira nao logo mudo tantos dias sendo poeta vosso sois zefiro neles faltais cartas jocosas galantaria campo liberdade poderem usar nelas alguns,XVI
ha oficio cabedal pouca honra alcoviteiro porque ha alguns nao vence tulio falar catao dissimular salustio persuadir terencio representar ovidio fingir lucano encarecer diogenes desprezar ulisses tecer momo desdenhar todas artes ciencias mundo empregam afeiçoarem engano vontades inocentes assinarmos partes necessarias acertado pintar avesso embaixador so convem discreto exprimentado porem ha baixo vil desprezivel avarento chocarreiro mentiroso ingrato sofredor todos escarnios zombarias porque nao so profissao enganar tambem obedecer toda ignominia infamia exercicio merece cruel estais contra nao tendes razao vitupereis oficio esquecer grandeza partes pois alcoviteiro descreve enfeita encarece melhor escritor persuade aconselha convence retorico finge disfarça representa figuras,XVI
copia riquezas possuiam mim boa sorte invejada todas idade pretendida ilustres mancebos toda irlanda melhor tenros anos costuma morder sempre varios modos inveja venenosa dura parca arrebatada enfermidade perdeu mae vida ainda nao provara outros males senti primeiro grande pena sorte ordenara ensaio novas desgraças ter encetado sofrimento poucos meses perdi pai senhor amava fiquei metida parentes cobiçosos herança amantes fingidos obrigados riquezas procuravam esposa todos ofereciam pouca vontade grande obrigaçao tomar estado conveniente respeitos nobreza favores criei ensinaram altiva pus pensamento desprezo ingratidao castigou arrogancia havia naquela mesma cidade principe chegado descendencia sangue real bretanha cheio muitas graças natureza,XVI
engrandecer eficaz mover doce pronunciar breve resolver acomodada materias importantes pratica escritura falar engraçada modo senhoril cantar suave certo sentimento favorece musica pregar sustanciosa gravidade autoriza razoes sentenças escrever cartas infinita copia dane brevidade esteril limite historias tao florida derrame tao seca busque favor alheias pronunciaçao nao obriga ferir ceu boca aspereza arrancar palavras veemencia gargalo escrevese maneira le assim fala todas linguas melhor pronunciaçao latina origem grega familiaridade castelhana brandura francesa elegancia italiana adajos sentenças todas vulgares fe antiguidade lingua hebreia honestidade palavras chamaram santa certo nao sei outra tanto fuja palavras claras materia descomposta quanto diga tudo so,XVI
cavaleiro pertencem jaez arreio cavalo lugares ordens disposiçao esquadrao formado maneio militar gale bogante nomes edificio bem fabricado fortaleza bem guarnecida saber cor nome todas pedras valia quilates ouro peso metais melhoria outras coisas semelhantes andam sempre praça ordinaria conversaçao nao justo faltem discreto palavras mostre conhecimento todas lembranças despedido desta materia posto fiquem algumas coisas sao contos historias novelas cortesaos agudeza ditos cada pedia compridas horas pratica porem todos cansados ficar ocioso historias podeis senhor delatar nao escusareis dizer mormente inculca mim fizestes importa todos saber particular fiquem guardadas amanha temeis ate entao danem obrigai doutor sal aqui lançou,XVI
voz olhos dao espirito razoes porque sao janelas alma comunica vida palavras assim hao claros alegres moviveis porque intensos estendidos entristecem apertados franzidos movem desprezo abertos pasmados saidos fazem temor posto olhos risonhos nunca perdem graça parece praticas graves importancia nao hao chocalheiros nisso tendes muita razao ha homens dao olhado falam porem nao esqueçais sobrancelhas tambem açao falar toma porque franzidas fazem carranca mostram fala homem manencoria baixas representam tristeza vergonha arqueadas significam espanto levantadas alegria nao menos convem composiçao barba fincada peitos mostra desconfiança perfia posta ar vangloria pescoço ha ter tao levantado faça soberba palavras tao baixo,XVI
verdade crastes tebano afogou mar aprender filosofia pitaco anacarso nao aceitaram cresso mandava anacreonte tornou enjeitar policrates dera curio recusou samnitas grande peso traziam ouro finalmente ruina todos bens mereciam nome veneno mortifero vida humana muitos perderam indo alcances centro terra outros buscando estranhas cria remotos climas irracionais etiopes feneceram nao estao seguros dano dentro casas fechado cofres possuem fazendo pausa males so bem ouro nao quero deixar conta louvores solino gregos declararam naquele celebrado proverbio diz serve ouro pedra toque serve ouro homem pois toque espelho desenganos conhecido desta invetiva agravado vingança dado ventura ate males fica dizer todos,XVI
falar propriedade dito pratica sobre cartas missivas nao sera necessario repetir agora novo somente dar mostra dois termos nao encontram falar proprio palavras naturais menos figuras retorica ornamento nao usar tropos alegorias metaforas translaçoes antonomasias antifrases ironias enigmas outras muitas usa pratica vulgar tratarem livremente palavras proprias pois somente algumas translaçoes antonomasias ironias acham nela raramente outras figuras posto nisto detenha determinava embaraçar tres figuras translaçao figura passamos palavras coisa outra porem semelhança conveniente dizemos fonte sabedoria poço letras raio ouro tesouro partes graças figura costuma usar quatro efeitos evitar palavras desonestas abreviar razoes compridas acudir pobreza linguagem aformosear enfeitar,XVI
usava gastado dinheiro encheu sacos antes miudos seixos areia posto tudo mesma ordem filho deixara tornou fechar cofres casas dantes tornou filho embaixada pequenos irmaos esperar entrada cidade vestidos custosamente magnifico aparato entao usavam vendose irmao rodeado ficou confuso enleado preguntou logo onde tao ricos vestidos tao formosos cavalos simplicidade inocente responderam pai senhor vivia diferente largueza dantes outros trajos cavalos maior preço ficavam entrando casa pai conhecia diferente estado deixara nesta mudança nao aquietava coraçao foise muita pressa aonde posto entrou camara abriu cofres vendo sacos cheios maneira deixara aquietou porque nao dava lugar vagarosa experiencia pressa companheiros chamavam,XVI
discreto desse feitio nao caia tres primeiros laços porque sao encadeados uns outros escutando homem si vereis ir encarecendo palavras sobrancelhas enchendo boca pronunciandoas cuidado desses disse horacio falavam empolas bem nome inchaçao palavras segundo vicio repetiçao parece menor erro porque bem dito pode repetir conforme disse poeta so sera culpa dito nao acertado estimaçao nao ha feita dono pode preço palavras cuidando fala ouro obras alheias referidas outrem lugar desculpa nao podem servir olhos repetiçao disseram estao puxando gabeis contenteis força razao metem entendeisme estais comigo digo bem parece nao sei declaro maneira encarecerem aviso fazem outros nescios caem,XVI
alto abaixo tres maos cima umas letras escritas muitas vezes diziam desir cada palavra destas ramo carvalho bolotas infante dom joao mestre santiago casado neta condestavel dom nuno alvares pereira trazia capela ramos silva cachos amoras bolsas santiago meio tres conchelas cada letra ingles dizia muita razao infante dom henrique mestre christus trazia armas mestrado antigas portugal redor cinto largo correia abrochava cabo baixo fivela fazia volta correia ingles letra cavaleiros garrotea tambem dizia contra si faz mal cuida capela carrasco banco pinchar tres flores lirio cada pe elrei dom afonso quinto trazia pintado mundo letra conheço nao conheci elrei,XVI
descuido sobre ouro descansa aquieta fez preguiçosa muda lingua demostenes preço deram nao orar simbolo hieroglifico preguiça cagado vagar peso move coisa dificuldade tardança abala rico diligencia caiu sorte pobreza pois necessidade inventora artes sutilezas peso ouro entorpece sentidos pregados todos naquela materia conhecer verdade crastes tebano afogou mar aprender filosofia pitaco anacarso nao aceitaram cresso mandava anacreonte tornou enjeitar policrates dera curio recusou samnitas grande peso traziam ouro finalmente ruina todos bens mereciam nome veneno mortifero vida humana muitos perderam indo alcances centro terra outros buscando estranhas cria remotos climas irracionais etiopes feneceram nao estao seguros dano dentro casas,XVI
exemplo respeitem temam tambem ocasiao oferecer senhor assiste acredite conselho obras armas ascendentes naturais segundo porque magnificencia conquistam vontades animos estrangeiros qualquer valia outra grande posto parte todas pessoas ilustres necessaria todos cargos guerra oficios paz tao estimada embaixador proveitosa saber aviso secreto intento cautela convem embaixada mover ministros validos cuja mao conselho negocio convem alem disto embaixador homem apessoado vista obrigue respeito veneraçao outro modo corpo pequeno pessoas grande lugar tira muita parte deve doutor grande nome pequena estatura mandou pe retrato letra dizia presença diminui fama outro grau nao maior corpo indo deste reino embaixada rei assas poderoso,XVI
riquezas lusitania fez salteador cidades preguiça descuido sobre ouro descansa aquieta fez preguiçosa muda lingua demostenes preço deram nao orar simbolo hieroglifico preguiça cagado vagar peso move coisa dificuldade tardança abala rico diligencia caiu sorte pobreza pois necessidade inventora artes sutilezas peso ouro entorpece sentidos pregados todos naquela materia conhecer verdade crastes tebano afogou mar aprender filosofia pitaco anacarso nao aceitaram cresso mandava anacreonte tornou enjeitar policrates dera curio recusou samnitas grande peso traziam ouro finalmente ruina todos bens mereciam nome veneno mortifero vida humana muitos perderam indo alcances centro terra outros buscando estranhas cria remotos climas irracionais etiopes feneceram,XVI
estais contra nao tendes razao vitupereis oficio esquecer grandeza partes pois alcoviteiro descreve enfeita encarece melhor escritor persuade aconselha convence retorico finge disfarça representa figuras espantos meneios hipocrisias gestos palavras comediante pinta veste touca acomoda guarnece doura argenteia toucados vestidos retrata rostos feiçoes melhor pintor sabe natureza pessoas trata filosofo vende falso verdadeiro logico conhece enfermidades achaques lisongeia medico obriga engana interesse legista adivinha tempos ocasioes vontades melhor astrologo nao ha finalmente arte liberal mecanica nao valha nao vença professores ainda parece haveis chegar celestina posto oficio genero comum dois acomodase melhor feminino pois embaixadores descemos criados nao espantar tropecemos,XVI
novas peço nao delateis contandonos particularmente dessa peregrina tao obrigados desejos aqui agora pendurados olhos ouvidos haveis dizer ontem tarde tempo ja sol ia encobrindo asas noite andava continuando obrigaçao reza vista igreja veio fazer oraçao porta dali ter comigo mulher habito romeira vida merecera deus mandasse algum anjo falar comigo pudera imaginar porque beleza passava limites encarecimento humano voz respondia bem honestidade rosto humildade trajo falou modo deixava entender mui trabalho preguntoume acharia gasalhado algum hospital casa caridade daquela terra passasse noite manha guia confiança ir ter cidade oferecendo nela pagaria bem encaminhasse merecimento vista achei pouco tudo podia,XVI
fazer outrem vitoria soldados atribui capitao ensinos palavras moços porque nao hao julgar governa manda menor dano qualquer outros homem parecer nescio conta moço sobretudo nao ha pintar tao perverso malicioso faça mal diga mal presuma mal indiligente cantam roubam desse outro modo nao pintar criado inimigo nao sabeis todos criados maior parte sao sustenta assim diz sentença euripides nao ha maior pior inimigo criado democrito diz criado coisa tao necessaria amargosa luciano diz criados sempre malicia traiçoes armadas contra amos muitos inimigos porem pior sera nescio nao nao somente sustentara inimigo casa senhor diz sao hieronimo nao ha maior,XVI
ter dentes assim mantimentos sal fazem maior sede come assim conversaçao apetitosa desejada ouvintes sal todas iguarias sao sabores desgostosas assim pratica aonde graça falta puro fastio porem quanto mim tençao destes autores convem modo falar sal quer dizer graça contrario frieza sensaboria dizemos gracioso salgado bem dito sal nao nao nenhum porque razao sendo sal coisa tao excelente egipcios nao queriam usar nenhum mantimento ate pao amassavam sal tendoo inimigo egipcios faziam parecer observavam nisso castidade atribuindo virtude sal fecundidade apetite carnal razao calor cujo respeito fingiram poetas venus nascera sal espuma marinha alguns naturais disseram so comerem usarem,XVI
obrigam vontade assim tambem significamos afeitos animo chamando homem sal pratica riso insosso ainda formosura sal escreveu catulo quincia pintandoa formosa branca comprida diz toda figura nao havia pedra sal maneira conforme sentido sal graça composiçao pratica rosto movimento andar faz pessoas apraziveis segundo alguns particularmente declara obriga riso alegria modo murmuraçao leve onde seneca disse sal conversaçao amigos nao havia ter dentes assim mantimentos sal fazem maior sede come assim conversaçao apetitosa desejada ouvintes sal todas iguarias sao sabores desgostosas assim pratica aonde graça falta puro fastio porem quanto mim tençao destes autores convem modo falar sal quer dizer,XVI
nao quero conta fique voto escuras digo nao falando poesia nao escolho liçao historiadores verdadeiros melhor fingidos porque uns servem conservar memoria outros enganar entendimento serao melhores livros deleitem memoria vontade apurem levantem entendimento recreaçao alguma engenhosa novidade tratam materias politicas engraçadas corte aldeia qualquer sujeito aprazivel ha destes muitos bem recebidos aprovados proveitosos republica cuja variedade doutrina mim liçao mui saborosa nao mal opiniao quase pensamento senao deixasses declarar agora fica dizer porque ate aqui falamos modo compor escrever livros nao materias escritas serao agradaveis deixando duvida vosso parecer conferir atençao melhor modo escrever sao dialogos escritos prosa figuras,XVI
palavras perder carta menos outro ter posto vicio tratou noite falamos cartas nao deixarei passar agora outra lembrança porque trabalho nao somente escusado odioso pratica artificiosa embaraça sabem pouco nao agrada discreto serve nevoa coisas tratam ornamento razoes perde muitas vezes sentido principal tao culpavel feitio nisso perde mulheres usam desmentir graças natureza fingida formosura nunca bem entendidos pode parecer verdadeira deixando parte passemos principal pertence discreto nao descuidar confiança porque ha muitos confiados suficiencia falam si nao pesam palavras receio bem ha sempre balança assim ora dizem algumas pouco decentes honestidade conversaçao outras escandalosas algum ouvintes outras serem tempo,XVI
porcos impropriedade desconcerto dizemos tambem verbos chiar aves balar gado grunhir porcos ladrar caes rinchar cavalos bramir leoes empolar mares encapelar ondas assoprar ventos etc dissessemos chiar porcos rinchar leoes grunhir cavalos erro porque ha metaforas translaçoes tao usadas proprias parecem nascidas mesma lingua adajos andam pegadas devem trazer cartas missivas modo pratica costumam dizemos nomes folha espada lume espelho veia agua braço mar lingua fogo lanço muro faixa ferro outras semelhantes verbos lançar cavalo fazer capa quebrar palavra cuspir pelouro arrepiar carreira outras muitas alem destas tao usadas naturais servem propriedade lingua portuguesa ha outras nascidas proverbios adajos lugar,XVI
